Date,IndividualLong,IndividualShort,EntityLong,EntityShort,Total,AllShorts,AllLong,AllIndividual,AllEntity,RatioIndividualPos,RatioEntityPos,RatioEntityShort,RatioEntityLong,RatioIndividualShort,RatioIndividualLong,Open,High,Low,Close,Adj Close,Volume
2020-04-09,-0.729628743377224,-0.7913460673973632,-0.9277080223323217,-0.9294352749611428,-0.9173100443357285,-0.9173100443357285,-0.9173100443357285,-0.7504904160150777,-0.9389198082197495,-0.4006344459886021,-0.5993655540113978,-0.3783019087552585,-0.5941238147527969,-0.6216980912447414,-0.40587618524720315,-0.7069909679254676,-0.7058698418185508,-0.7310286762977525,-0.7286545194660999,-0.7278055474707003,-0.8957148274554418
2020-04-13,-0.7149908731688104,-0.8835331715011974,-0.9344477472151392,-0.8996468485995538,-0.9173340546219311,-0.9173340546219311,-0.9173340546219311,-0.7813964260252272,-0.9279830087168394,-0.46191391247036107,-0.5380860875296388,-0.22075997838115302,-0.6209276514886038,-0.779240021618847,-0.37907234851139626,-0.7330915297631747,-0.7197562710618519,-0.7306673176133825,-0.717950555736952,-0.7171296246555925,-0.9447288585513841
2020-04-14,-0.691952506596306,-0.8057262421433767,-0.9339308762856801,-0.9127446419319708,-0.9061506513157637,-0.9061506513157637,-0.9061506513157637,-0.731042934451961,-0.9340887360904856,-0.3819632034915298,-0.61803679650847,-0.3437838045012588,-0.6431337993354451,-0.6562161954987414,-0.3568662006645549,-0.7064931370457292,-0.6937546407950587,-0.7016140793900403,-0.6913333659304708,-0.6905821674351325,-0.8505877891543421
2020-04-15,-0.5977883845720554,-0.900731513947805,-0.9414318199151729,-0.8431648286581304,-0.8701381620468917,-0.8701381620468917,-0.8701381620468917,-0.7086703809055018,-0.9041737362823277,-0.39985825827084287,-0.6001417417291569,-0.16868466939145402,-0.7404083097921488,-0.831315330608546,-0.25959169020785106,-0.7065642557428347,-0.7036026696971956,-0.7110094051836585,-0.7089592262044677,-0.7081618711497331,-0.9375237011755783
2020-04-16,-0.6375440989001215,-0.8546780112628628,-0.9388528088583128,-0.8751028262685431,-0.8859354603506874,-0.8859354603506874,-0.8859354603506874,-0.715476672750584,-0.9183630954603476,-0.38679613275837915,-0.6132038672416208,-0.2490752686624006,-0.7022611409536165,-0.7509247313375994,-0.29773885904638353,-0.6998079795178153,-0.6931878477647199,-0.7026258837062762,-0.6918328842378311,-0.6910803490480216,-0.9182783466059916
2020-04-17,-0.6672020650779062,-0.8960138619849775,-0.937505738287457,-0.8750769214502468,-0.898302227762555,-0.898302227762555,-0.898302227762555,-0.7541712586448982,-0.9176364132179946,-0.4393008834060453,-0.5606991165939548,-0.18936022976127312,-0.6730744377065817,-0.8106397702387268,-0.32692556229341824,-0.6811037621790769,-0.6819228362867359,-0.6925078405439182,-0.6896920914920015,-0.6889451872837697,-0.947098976109215
2020-04-20,-0.6128889491226807,-0.8983056665767599,-0.953596260652569,-0.8647276822060331,-0.8893968616105904,-0.8893968616105904,-0.8893968616105904,-0.717947265939791,-0.9211248484898426,-0.38563636859235806,-0.6143636314076418,-0.18126228949207238,-0.7508066067168279,-0.8187377105079275,-0.24919339328317208,-0.6972477064220183,-0.6931878477647199,-0.6999518294419387,-0.704749000471003,-0.7039626512837289,-0.9603716344330678
2020-04-21,-0.5746769609981492,-0.8758257116935978,-0.9682741320187453,-0.8688920139145881,-0.8865180772954814,-0.8865180772954814,-0.8865180772954814,-0.6817617514712481,-0.9309337712310569,-0.3234434595984984,-0.6765565404015014,-0.21572769553443566,-0.8105086672048398,-0.7842723044655644,-0.1894913327951602,-0.7128938197852215,-0.7141591898872561,-0.7342809044570818,-0.7361472940765035,-0.7352787276394299,-0.9320250284414107
2020-04-22,-0.6206732255619036,-0.8511029922598469,-0.9260077890117321,-0.8538561172378062,-0.8651709728379963,-0.8651709728379963,-0.8651709728379963,-0.7023207458679456,-0.9012052058465218,-0.396344896216609,-0.6036551037833909,-0.24214292598051335,-0.6942316380894548,-0.7578570740194867,-0.3057683619105452,-0.7165919920347058,-0.7017605923485946,-0.7164297854492074,-0.7018232503850358,-0.7010445797735073,-0.9635949943117179
2020-04-23,-0.6657832769347399,-0.7955095668947029,-0.9103258084245104,-0.8772931050889751,-0.8702293031332934,-0.8702293031332934,-0.8702293031332934,-0.7085614802359805,-0.9043081544717352,-0.399520635458294,-0.6004793645417057,-0.330690032878771,-0.6286104118751802,-0.669309967121229,-0.3713895881248198,-0.7040751013441433,-0.6983598341665616,-0.7045772206018738,-0.7093873847536337,-0.7085888921031988,-0.9542093287827076
2020-04-24,-0.6559226993397341,-0.8456268543265576,-0.924397910947608,-0.8714756230373135,-0.8798603679355858,-0.8798603679355858,-0.8798603679355858,-0.7240587715133273,-0.9089339942313481,-0.4123520375211537,-0.5876479624788462,-0.25956078532825444,-0.6606505729794024,-0.7404392146717457,-0.33934942702059745,-0.7126093449967996,-0.6994934202272393,-0.7113707638680284,-0.6976843844097653,-0.6969165775638505,-0.9732650739476678
2020-04-27,-0.6329489193916575,-0.87881388487033,-0.9416771392942865,-0.8680762764731383,-0.8866577289601292,-0.8866577289601292,-0.8866577289601292,-0.7230452692823155,-0.9164377222760554,-0.39961121818330236,-0.6003887818166975,-0.21103983548936153,-0.7113929100729621,-0.7889601645106384,-0.2886070899270379,-0.6897091245288385,-0.6868822753022006,-0.688316079805227,-0.6901202500411674,-0.6893722367356973,-0.9501327265832386
2020-04-28,-0.6849051529538323,-0.7844134402406231,-0.9503118956581385,-0.933945885363249,-0.9194126593989,-0.9194126593989,-0.9194126593989,-0.7167450025482757,-0.9530988671533703,-0.32967371373866483,-0.6703262862613351,-0.3922623242519423,-0.6798168614805464,-0.6077376757480577,-0.32018313851945357,-0.6791124386601237,-0.6790888711350418,-0.6909178623326905,-0.6955435916639358,-0.6947813588026748,-0.9495638983693592
2020-04-29,-0.6636349775746769,-0.7375327955275482,-0.9548738645477549,-0.9434518963384332,-0.9141705769132769,-0.9141705769132769,-0.9141705769132769,-0.6813392168735053,-0.9601473243956395,-0.269864518968591,-0.7301354810314088,-0.46657381964213945,-0.7087064902208748,-0.5334261803578605,-0.2912935097791253,-0.6844463409430339,-0.665840084050872,-0.6800771018015928,-0.6653584139477385,-0.6646752701433327,-0.941031475161168
2020-04-30,-0.6460483573821453,-0.8359757742196503,-0.9589757988789147,-0.907297228713112,-0.9101691892167355,-0.9101691892167355,-0.9101691892167355,-0.7130017235345963,-0.9447113781392248,-0.339705702805876,-0.6602942971941239,-0.296456240582144,-0.7327175234909058,-0.703543759417856,-0.2672824765090942,-0.6676623284261431,-0.6690991439753202,-0.6840520473296618,-0.6880508170535322,-0.687308235630869,-0.9540197193780812
2020-05-04,-0.6624787711177086,-0.8319250668170561,-0.9650320299668552,-0.9234020956469332,-0.9238820026734719,-0.9238820026734719,-0.9238820026734719,-0.7224688217383161,-0.9557661154405042,-0.3325514637776819,-0.6674485362223181,-0.31434977262598285,-0.7299340788433415,-0.685650227374017,-0.27006592115665845,-0.7291800014223738,-0.7156470215918955,-0.723656959136606,-0.7145252873436246,-0.7137133145355579,-0.9654910883579826
2020-05-05,-0.7233013717775509,-0.7036771857555028,-0.9215094574264006,-0.9478832062763674,-0.9081292949011952,-0.9081292949011952,-0.9081292949011952,-0.707215467960697,-0.9446197059640733,-0.33222853270158864,-0.6677714672984112,-0.5162476746910292,-0.5904753587569109,-0.48375232530897083,-0.4095246412430891,-0.7072043240167839,-0.697438795492261,-0.7024813402325282,-0.7038213236144767,-0.7030374202189121,-0.9570534698521047
2020-05-06,-0.6387077169369423,-0.8158922426828172,-0.9642985007342579,-0.9159198325174197,-0.9121409727203948,-0.9121409727203948,-0.9121409727203948,-0.6990486437510618,-0.9517327972399465,-0.3086847179089749,-0.6913152820910251,-0.3318895374569985,-0.7498561475885432,-0.6681104625430017,-0.2501438524114569,-0.6992390299409713,-0.68957454219631,-0.69344737312328,-0.6965426282786562,-0.6957777790253772,-0.9574326886613576
